serial,team_serial,player_serial,team,team_,player,birth_weekday,birth_monthday,birth_month,birth_year, age ,club,height,foot,international_matches,goals,debut,market_value_euro,market_value ,value,position,is_foreigner,team_country,squad_size,average_age,foreigners,confederation,FIFA_world_ranking,total_value_euro,total_value, team_value 
437,18,6,South Sudan,South_Sudan,Godfrey Okello,Friday,2,3,1996,25,Altona City SC,,-,,,"Nov 16, 2020",_, - ,,Centre-Back,1,New Zealand,23,24.7,15,CAF,167,€50Th.,"$50,000","50,000"
438,18,7,South Sudan,South_Sudan,Dominic Angelo Kornelio,Tuesday,14,4,2000,21,Munuki FC,,-,4,,-,_, - ,,Centre-Back,0,-,23,24.7,15,CAF,167,€50Th.,"$50,000","50,000"
439,18,8,South Sudan,South_Sudan,Mutwakil Abdulkarim,Monday,21,2,1987,34,Atlabara FC Juba,,-,4,,"Mar 5, 2014",_, - ,,Centre-Back,0,-,23,24.7,15,CAF,167,€50Th.,"$50,000","50,000"
440,18,9,South Sudan,South_Sudan,David Omot Sebit,Sunday,28,10,1998,23,Amal Atbara,180,left,5,,"Jul 14, 2017",_, - ,,Left-Back,1,Sudan,23,24.7,15,CAF,167,€50Th.,"$50,000","50,000"
441,18,10,South Sudan,South_Sudan,Rehan Angier,Monday,1,1,2002,19,Munuki FC,,-,2,,"Nov 12, 2020",_, - ,,Right-Back,0,-,23,24.7,15,CAF,167,€50Th.,"$50,000","50,000"
442,18,11,South Sudan,South_Sudan,Wani Ivan Adebo,Thursday,1,2,1998,23,Busoga United Football Club,,-,2,,"Nov 12, 2020",_, - ,,midfield,1,Uganda,23,24.7,15,CAF,167,€50Th.,"$50,000","50,000"
443,18,12,South Sudan,South_Sudan,Mandela Malish Lujang,Friday,10,10,1999,22,Atlabara FC Juba,,-,1,,"Mar 29, 2021",_, - ,,midfield,0,-,23,24.7,15,CAF,167,€50Th.,"$50,000","50,000"
444,18,13,South Sudan,South_Sudan,Akeuch Aluck,Friday,8,2,1994,27,Amal Atbara,185,-,15,,"Mar 5, 2014",_, - ,,midfield,1,Sudan,23,24.7,15,CAF,167,€50Th.,"$50,000","50,000"
445,18,14,South Sudan,South_Sudan,Emmanuel Thomas Lumeri,Sunday,16,5,1993,28,Munuki FC,,-,7,,"Sep 4, 2019",_, - ,,midfield,0,-,23,24.7,15,CAF,167,€50Th.,"$50,000","50,000"
446,18,15,South Sudan,South_Sudan,Jackson Morgan,Wednesday,18,8,1992,29,Stirling Lions,182,-,6,,"Sep 4, 2019",_, - ,,Defensive Midfield,1,Australia,23,24.7,15,CAF,167,€50Th.,"$50,000","50,000"
447,18,16,South Sudan,South_Sudan,Stephen Pawaar,Monday,7,1,1993,28,Munuki FC,,-,8,,"Apr 22, 2017",_, - ,,Central Midfield,0,-,23,24.7,15,CAF,167,€50Th.,"$50,000","50,000"
448,18,17,South Sudan,South_Sudan,Gibson Adinho,Friday,5,7,1994,27,Onduparaka FC,,-,2,,"Mar 13, 2021",_, - ,,Central Midfield,1,Uganda,23,24.7,15,CAF,167,€50Th.,"$50,000","50,000"
449,18,18,South Sudan,South_Sudan,Asad Musa,Saturday, -   ,1,-,0,AFC Leopards,173,-,2,,"Nov 12, 2020",_, - ,,Attacking Midfield,1,Kenya,23,24.7,15,CAF,167,€50Th.,"$50,000","50,000"
450,18,19,South Sudan,South_Sudan,Manyumow Achol,Wednesday,10,12,1999,21,Lower Hutt City AFC,,-,2,,"Nov 12, 2020",€25Th.," $28,000 ",25000,Right Winger,1,Australia,23,24.7,15,CAF,167,€50Th.,"$50,000","50,000"
451,18,20,South Sudan,South_Sudan,David Majak,Friday,10,10,2000,21,IFK Luleå,195,-,1,,"Sep 4, 2019",_, - ,,Centre-Forward,1,Sweden,23,24.7,15,CAF,167,€50Th.,"$50,000","50,000"
452,18,21,South Sudan,South_Sudan,Tito Okello,Monday,7,1,1996,25,Gor Mahia Nairobi,175,-,5,1,"Nov 12, 2020",_, - ,,Centre-Forward,1,Kenya,23,24.7,15,CAF,167,€50Th.,"$50,000","50,000"
453,18,22,South Sudan,South_Sudan,Muyang Ilemu,Monday,7,1,2000,21,Al Rabita Kosti,,-,,,-,_, - ,,Centre-Forward,1,Sudan,23,24.7,15,CAF,167,€50Th.,"$50,000","50,000"
454,18,23,South Sudan,South_Sudan,Makueth Wol,Monday,10,2,2000,21,Mbarara City FC,184,-,1,,"Nov 17, 2019",_, - ,,Centre-Forward,1,Uganda,23,24.7,15,CAF,167,€50Th.,"$50,000","50,000"
455,19,1,Sudan,Sudan,Ali Abdallah Abu-Eshrein,Monday,1,1,1989,32,Al-Hilal Omdurman,,-,1,,-,_, - ,,Goalkeeper,0,-,24,28.5,3,CAF,123,€850Th.,"$850,000","850,000"
456,19,2,Sudan,Sudan,Monged Elneel,Monday,1,1,1996,25,Al Merreikh Omdurman,,-,1,,"Oct 16, 2018",_, - ,,Goalkeeper,0,-,24,28.5,3,CAF,123,€850Th.,"$850,000","850,000"
457,19,3,Sudan,Sudan,ohamed Mustafa,Friday,19,2,1996,25,Al Merreikh Omdurman,,-,,,-,_, - ,,Goalkeeper,0,-,24,28.5,3,CAF,123,€850Th.,"$850,000","850,000"
458,19,4,Sudan,Sudan,Mohamed Saeed Ahmed,Thursday,20,10,1997,24,Al-Hilal Omdurman,,-,,,-,_, - ,,Defence,0,-,24,28.5,3,CAF,123,€850Th.,"$850,000","850,000"
459,19,5,Sudan,Sudan,Waleed Hassan Abdalla,Friday,19,11,1991,29,Al Merreikh Omdurman,,-,,,-,_, - ,,Defence,0,-,24,28.5,3,CAF,123,€850Th.,"$850,000","850,000"
460,19,6,Sudan,Sudan,Salah Nimer,Monday,1,1,1992,29,Al Merreikh Omdurman,,-,,,-,_, - ,,Centre-Back,0,-,24,28.5,3,CAF,123,€850Th.,"$850,000","850,000"
461,19,7,Sudan,Sudan,Ahmed Wadah,Wednesday,12,2,2000,21,Al-Hilal Omdurman,,-,1,,-,_, - ,,Centre-Back,0,-,24,28.5,3,CAF,123,€850Th.,"$850,000","850,000"
462,19,8,Sudan,Sudan,Ahmed Adam,Saturday,1,9,1994,27,Al Merreikh Omdurman,182,right,1,,"Jun 9, 2017",_, - ,,Centre-Back,0,-,24,28.5,3,CAF,123,€850Th.,"$850,000","850,000"
463,19,9,Sudan,Sudan,Al Samwal Merghani,Monday,1,1,1991,30,Al-Hilal Omdurman,,-,3,,"Oct 13, 2018",_, - ,,Centre-Back,0,-,24,28.5,3,CAF,123,€850Th.,"$850,000","850,000"
464,19,10,Sudan,Sudan,Mustafa Karshom,Friday,6,12,1992,28,Khartoum Club,,-,1,,-,_, - ,,Centre-Back,0,-,24,28.5,3,CAF,123,€850Th.,"$850,000","850,000"
465,19,11,Sudan,Sudan,Faris Abdalla,Friday,19,2,1994,27,Al-Hilal Omdurman,,left,14,,-,_, - ,,Left-Back,0,-,24,28.5,3,CAF,123,€850Th.,"$850,000","850,000"
466,19,12,Sudan,Sudan,Atahir Eltahir,Tuesday,24,10,1996,25,Smouha SC,174,right,35,7,"Nov 15, 2015",€250Th.," $283,000 ",250000,Right-Back,1,Egypt,24,28.5,3,CAF,123,€850Th.,"$850,000","850,000"
467,19,13,Sudan,Sudan,Ahmed Hamed Mahmoud,Thursday,7,3,1993,28,Al Merreikh Omdurman,,-,8,,-,_, - ,,midfield,0,-,24,28.5,3,CAF,123,€850Th.,"$850,000","850,000"
468,19,14,Sudan,Sudan,Salaheldin Adil,Tuesday,3,4,1995,26,Al-Hilal Omdurman,,-,3,,-,_, - ,,midfield,0,-,24,28.5,3,CAF,123,€850Th.,"$850,000","850,000"
469,19,15,Sudan,Sudan,Dhiya Mahjoub Musa,Thursday,30,5,1995,26,Al Merreikh Omdurman,,-,,,-,_, - ,,midfield,0,-,24,28.5,3,CAF,123,€850Th.,"$850,000","850,000"
470,19,16,Sudan,Sudan,Nasr Omar,Sunday,7,4,1985,36,Al-Hilal Omdurman,180,-,52,,"Dec 9, 2007",€150Th. ," $170,000 ",150000,Defensive Midfield,0,-,24,28.5,3,CAF,123,€850Th.,"$850,000","850,000"
471,19,17,Sudan,Sudan,Mohamed Abuaagla,Tuesday,11,3,1993,28,Al-Hilal Omdurman,,-,14,1,-,€50Th.," $57,000 ",50000,Defensive Midfield,0,-,24,28.5,3,CAF,123,€850Th.,"$850,000","850,000"
472,19,18,Sudan,Sudan,Hussein Alnour,Saturday, -   ,1,-,0,Al-Hilal Omdurman,,-,,,-,_, - ,,Defensive Midfield,0,-,24,28.5,3,CAF,123,€850Th.,"$850,000","850,000"
473,19,19,Sudan,Sudan,Yasir Mozamil,Monday,1,1,1992,29,Al-Hilal Omdurman,,-,2,1,-,_, - ,,Attack,0,-,24,28.5,3,CAF,123,€850Th.,"$850,000","850,000"
474,19,20,Sudan,Sudan,Ahmed Hamid Al-Tash,Thursday,7,3,1993,28,Delete player,,-,1,,-,_, - ,,Left Winger,1,-,24,28.5,3,CAF,123,€850Th.,"$850,000","850,000"
475,19,21,Sudan,Sudan,Ramadan Agab,Sunday,19,9,1989,32,Al Merreikh Omdurman,173,right,18,1,-,€200Th. ," $226,000 ",200000,Second Striker,0,-,24,28.5,3,CAF,123,€850Th.,"$850,000","850,000"
476,19,22,Sudan,Sudan,Mohamed Abdelrahman,Thursday,10,7,1993,28,Al-Hilal Omdurman,170,right,8,3,"Sep 8, 2018",€200Th. ," $226,000 ",200000,Centre-Forward,0,-,24,28.5,3,CAF,123,€850Th.,"$850,000","850,000"
477,19,23,Sudan,Sudan,Saif Thierry,Monday,1,1,1994,27,Pharco FC,184,right,,8,-,_, - ,,Centre-Forward,1,Egypt,24,28.5,3,CAF,123,€850Th.,"$850,000","850,000"
478,19,24,Sudan,Sudan,Moaaz Abdelraheem Gismalla,Tuesday,25,4,1989,32,Khartoum Club,184,-,6,1,-,_, - ,,Centre-Forward,0,-,24,28.5,3,CAF,123,€850Th.,"$850,000","850,000"
479,20,1,Syria,Syria,Ibrahim Alma,Monday,18,10,1991,30,Jableh SC,185,right,63,,"Oct 11, 2012",€350Th. ," $396,000 ",350000,Goalkeeper,0,-,30,28.6,21,AFC,85,€13.88m,$13.9m,"13,880,000"
480,20,2,Syria,Syria,Abdul Latif Nassan,Wednesday,30,1,1993,28,Al-Jaish SC (Syria),185,-,,,-,€100Th. ," $113,000 ",100000,Goalkeeper,0,-,30,28.6,21,AFC,85,€13.88m,$13.9m,"13,880,000"
481,20,3,Syria,Syria,Taha Mosa,Wednesday,24,5,1987,34,Al-Wahda (Syria),,-,5,,-,€100Th. ," $113,000 ",100000,Goalkeeper,0,-,30,28.6,21,AFC,85,€13.88m,$13.9m,"13,880,000"
482,20,4,Syria,Syria,Mohammed Ourabi,Wednesday,30,1,1997,24,Al-Fotuwa SC,183,-,,,-,_, - ,,Goalkeeper,0,-,30,28.6,21,AFC,85,€13.88m,$13.9m,"13,880,000"
483,20,5,Syria,Syria,Fares Arnaout,Thursday,31,1,1997,24,Manama Club,,-,9,,-,€350Th.," $396,000 ",350000,Centre-Back,1,Bahrain,30,28.6,21,AFC,85,€13.88m,$13.9m,"13,880,000"
484,20,6,Syria,Syria,Omar Al Midani,Thursday,26,1,1994,27,Al-Nasr SC (Kuwait),180,both,48,1,"Sep 6, 2013",€150Th.," $170,000 ",150000,Centre-Back,1,Kuwait,30,28.6,21,AFC,85,€13.88m,$13.9m,"13,880,000"
485,20,7,Syria,Syria,Moayad Ajan,Monday,16,2,1993,28,Al-Riffa SC,173,left,58,1,"Dec 13, 2012",€275Th.," $311,000 ",275000,Left-Back,1,Bahrain,30,28.6,21,AFC,85,€13.88m,$13.9m,"13,880,000"
486,20,8,Syria,Syria,Khaled Kerdagli,Thursday,31,1,1997,24,Naft Al-Wassat SC,,-,8,,-,€200Th.," $226,000 ",200000,Left-Back,1,Iraq,30,28.6,21,AFC,85,€13.88m,$13.9m,"13,880,000"
487,20,9,Syria,Syria,Mohammad Shehioni,Friday,8,8,1992,29,Al Karamah SC,180,left,,,-,_, - ,,Left-Back,0,-,30,28.6,21,AFC,85,€13.88m,$13.9m,"13,880,000"
488,20,10,Syria,Syria,Saad Al Ahmad,Sunday,10,8,1989,32,Al-Wathba Homs,,-,,,-,_, - ,,Left-Back,0,-,30,28.6,21,AFC,85,€13.88m,$13.9m,"13,880,000"
489,20,11,Syria,Syria,Abdul Rahman Weiss,Sunday,14,6,1998,23,OFI Crete FC,175,right,4,,"Sep 2, 2021",€600Th.," $678,000 ",600000,Right-Back,1,Greece,30,28.6,21,AFC,85,€13.88m,$13.9m,"13,880,000"
490,20,12,Syria,Syria,Moayad Al Khouli,Monday,1,1,1993,28,Al-Nasr SC (Salalah),183,-,,,-,€150Th.," $170,000 ",150000,Right-Back,1,Oman,30,28.6,21,AFC,85,€13.88m,$13.9m,"13,880,000"
491,20,13,Syria,Syria,Kamel Hmeisha,Monday,1,1,1998,23,Tishreen SC,,-,10,,-,€175Th. ," $198,000 ",175000,Defensive Midfield,0,-,30,28.6,21,AFC,85,€13.88m,$13.9m,"13,880,000"
492,20,14,Syria,Syria,Thaer Krouma,Friday,2,2,1990,31,Al-Najma,187,-,9,,"Jun 1, 2015",€150Th. ," $170,000 ",150000,Defensive Midfield,1,Bahrain,30,28.6,21,AFC,85,€13.88m,$13.9m,"13,880,000"
493,20,15,Syria,Syria,Tamer Haj Mohamad,Tuesday,3,4,1988,33,Al Karamah SC,182,right,20,1,"Aug 7, 2008",€100Th.," $113,000 ",100000,Defensive Midfield,0,-,30,28.6,21,AFC,85,€13.88m,$13.9m,"13,880,000"
494,20,16,Syria,Syria,Zaher Midani,Monday,13,4,1989,32,Al-Zawraa SC,178,right,58,2,"Aug 7, 2008",_, - ,,Defensive Midfield,1,Iraq,30,28.6,21,AFC,85,€13.88m,$13.9m,"13,880,000"
495,20,17,Syria,Syria,Israa Hamwiah,Tuesday,11,2,1991,30,Al Hala SC,,-,1,,"Oct 10, 2017",_, - ,,Defensive Midfield,1,Bahrain,30,28.6,21,AFC,85,€13.88m,$13.9m,"13,880,000"
496,20,18,Syria,Syria,Mohammed Osman,Monday,1,1,1994,27,Sparta Rotterdam,183,right,8,,"Oct 11, 2018",€1.00m, $1.1m ,1000000,Central Midfield,1,Netherlands,30,28.6,21,AFC,85,€13.88m,$13.9m,"13,880,000"
497,20,19,Syria,Syria,Ahmed Ashkar,Monday,1,1,1996,25,Hidd SCC,180,-,20,,"Mar 18, 2016",€225Th. ," $254,000 ",225000,Central Midfield,1,Bahrain,30,28.6,21,AFC,85,€13.88m,$13.9m,"13,880,000"
498,20,20,Syria,Syria,Mohammad Anez,Thursday,14,5,1995,26,Al-Riffa SC,,-,,,-,€200Th. ," $226,000 ",200000,Central Midfield,1,Bahrain,30,28.6,21,AFC,85,€13.88m,$13.9m,"13,880,000"
499,20,21,Syria,Syria,Amro Jenyat,Thursday,15,1,1993,28,Al Karamah SC,179,right,28,1,"Nov 12, 2014",€125Th. ," $141,000 ",125000,Left Midfield,0,-,30,28.6,21,AFC,85,€13.88m,$13.9m,"13,880,000"
500,20,22,Syria,Syria,Aias Aosman,Friday,21,10,1994,27,Ionikos Nikeas,175,both,14,2,"Sep 6, 2018",€700Th.," $791,000 ",700000,Attacking Midfield,1,Greece,30,28.6,21,AFC,85,€13.88m,$13.9m,"13,880,000"
501,20,23,Syria,Syria,Fahd Youssef,Friday,15,5,1987,34,Al-Shorta SC,170,right,17,,"Oct 2, 2015",€300Th.," $339,000 ",300000,Attacking Midfield,1,Iraq,30,28.6,21,AFC,85,€13.88m,$13.9m,"13,880,000"
502,20,24,Syria,Syria,Mohammad Al-Marmour,Friday,17,9,1995,26,Al-Mesaimeer Sports Club,170,-,20,3,-,€200Th. ," $226,000 ",200000,Attacking Midfield,1,Qatar,30,28.6,21,AFC,85,€13.88m,$13.9m,"13,880,000"
503,20,25,Syria,Syria,Osama Omari,Friday,10,1,1992,29,Hidd SCC,173,-,37,6,"Mar 5, 2014",€300Th.," $339,000 ",300000,Left Winger,1,Bahrain,30,28.6,21,AFC,85,€13.88m,$13.9m,"13,880,000"
504,20,26,Syria,Syria,Mahmoud Al Mawas,Monday,1,1,1993,28,Al-Shorta SC,172,right,72,14,"Nov 17, 2012",€700Th. ," $791,000 ",700000,Right Winger,1,Iraq,30,28.6,21,AFC,85,€13.88m,$13.9m,"13,880,000"
505,20,27,Syria,Syria,Omar Al-Somah,Wednesday,23,3,1989,32,Al-Ahli Jeddah,192,both,28,20,"Oct 11, 2012",€5.00m , $5.7m ,5000000,Centre-Forward,1,Saudi Arabia,30,28.6,21,AFC,85,€13.88m,$13.9m,"13,880,000"
506,20,28,Syria,Syria,Omar Khribin,Thursday,15,1,1994,27,Al-Wahda FC Abu Dhabi,184,both,45,18,"Nov 20, 2012",€1.80m, $2m ,1800000,Centre-Forward,1,UAE,30,28.6,21,AFC,85,€13.88m,$13.9m,"13,880,000"
507,20,29,Syria,Syria,Mahmoud Al Baher,Wednesday,3,1,1994,27,Al-Riffa SC,,-,1,,-,€325Th.," $367,000 ",325000,Centre-Forward,1,Bahrain,30,28.6,21,AFC,85,€13.88m,$13.9m,"13,880,000"
508,20,30,Syria,Syria,Alaa Al Dali,Wednesday,3,1,1997,24,Al Arabi SC Kuwait,,-,4,,-,€300Th. ," $339,000 ",300000,Centre-Forward,1,Kuwait,30,28.6,21,AFC,85,€13.88m,$13.9m,"13,880,000"
509,21,1,Tunisia,Tunisia,Farouk Ben Mustapha,Sunday,1,7,1989,32,Esperance Tunis,192,right,39,,"Aug 15, 2012",€900Th. , $1m ,900000,Goalkeeper,0,-,26,26.9,22,CAF,27,€59.30m,$59.3m,"59,300,000"
510,21,2,Tunisia,Tunisia,Bechir Ben Said,Thursday,29,11,1994,26,US Monastir,,-,,,-,€600Th. ," $678,000 ",600000,Goalkeeper,0,-,26,26.9,22,CAF,27,€59.30m,$59.3m,"59,300,000"
511,21,3,Tunisia,Tunisia,Mouez Hassen,Tuesday,5,3,1995,26,Club Africain Tunis,186,right,16,,"Mar 27, 2018",€400Th. ," $452,000 ",400000,Goalkeeper,0,-,26,26.9,22,CAF,27,€59.30m,$59.3m,"59,300,000"
512,21,4,Tunisia,Tunisia,Dylan Bronn,Saturday,19,6,1995,26,FC Metz,186,right,31,2,"Mar 28, 2017",€6.00m, $6.8m ,6000000,Centre-Back,1,France,26,26.9,22,CAF,27,€59.30m,$59.3m,"59,300,000"
513,21,5,Tunisia,Tunisia,Yassine Meriah,Monday,2,7,1993,28,Al-Ain FC,188,right,53,3,"Oct 9, 2015",€2.00m, $2.3m ,2000000,Centre-Back,1,UAE,26,26.9,22,CAF,27,€59.30m,$59.3m,"59,300,000"
514,21,6,Tunisia,Tunisia,Montassar Talbi,Friday,26,5,1998,23,Rubin Kazan,190,right,7,,"Mar 28, 2021",€1.00m , $1.1m ,1000000,Centre-Back,1,Russia,26,26.9,22,CAF,27,€59.30m,$59.3m,"59,300,000"
515,21,7,Tunisia,Tunisia,Omar Rekik,Tuesday,20,12,2001,19,Arsenal FC U23,186,right,1,,"Jun 15, 2021",€500Th.," $565,000 ",500000,Centre-Back,1,England,26,26.9,22,CAF,27,€59.30m,$59.3m,"59,300,000"
516,21,8,Tunisia,Tunisia,Oussama Haddadi,Saturday,28,1,1992,29,Yeni Malatyaspor,184,left,27,,"Mar 31, 2015",€1.80m, $2m ,1800000,Left-Back,1,Turkey,26,26.9,22,CAF,27,€59.30m,$59.3m,"59,300,000"
517,21,9,Tunisia,Tunisia,Ali Maâloul,Monday,1,1,1990,31,El Ahly Cairo,175,left,70,1,"Jul 6, 2013",€1.40m , $1.6m ,1400000,Left-Back,1,Egypt,26,26.9,22,CAF,27,€59.30m,$59.3m,"59,300,000"
518,21,10,Tunisia,Tunisia,Ali Abdi,Tuesday,20,12,1993,27,SM Caen,183,left,4,,"Mar 26, 2021",€1.00m, $1.1m ,1000000,Left-Back,1,France,26,26.9,22,CAF,27,€59.30m,$59.3m,"59,300,000"
519,21,11,Tunisia,Tunisia,Hamza Mathlouthi,Tuesday,25,7,1992,29,Zamalek SC,184,right,32,,"Mar 5, 2014",€600Th.," $678,000 ",600000,Right-Back,1,Egypt,26,26.9,22,CAF,27,€59.30m,$59.3m,"59,300,000"
520,21,12,Tunisia,Tunisia,Ellyes Skhiri,Saturday,10,5,1995,26,1. FC Köln,185,right,40,3,"Mar 23, 2018",€13.00m, $14.7m ,13000000,Defensive Midfield,1,Germany,26,26.9,22,CAF,27,€59.30m,$59.3m,"59,300,000"
521,21,13,Tunisia,Tunisia,Mohamed Ali Ben Romdhane,Friday,6,9,1999,22,Esperance Tunis,185,right,9,,"Oct 20, 2019",€2.50m, $2.8m ,2500000,Central Midfield,0,-,26,26.9,22,CAF,27,€59.30m,$59.3m,"59,300,000"
522,21,14,Tunisia,Tunisia,Aïssa Laïdouni,Sunday,13,12,1996,24,Ferencvárosi TC,183,right,9,,"Mar 25, 2021",€2.50m, $2.8m ,2500000,Central Midfield,1,Hungary,26,26.9,22,CAF,27,€59.30m,$59.3m,"59,300,000"
523,21,15,Tunisia,Tunisia,Ferjani Sassi,Thursday,18,3,1992,29,Al-Duhail SC,185,right,64,5,"Jun 8, 2013",€2.00m, $2.3m ,2000000,Central Midfield,1,Qatar,26,26.9,22,CAF,27,€59.30m,$59.3m,"59,300,000"
524,21,16,Tunisia,Tunisia,Anis Slimane,Tuesday,16,3,2001,20,Bröndby IF,188,both,12,4,"Oct 9, 2020",€2.00m , $2.3m ,2000000,Central Midfield,1,Denmark,26,26.9,22,CAF,27,€59.30m,$59.3m,"59,300,000"
525,21,17,Tunisia,Tunisia,Wajdi Kechrida,Tuesday,5,11,1995,25,US Salernitana 1919,184,right,17,,"Mar 22, 2019",€1.50m, $1.7m ,1500000,Right Midfield,1,Italy,26,26.9,22,CAF,27,€59.30m,$59.3m,"59,300,000"
526,21,18,Tunisia,Tunisia,Saad Bguir,Tuesday,22,3,1994,27,Abha Club,175,left,16,5,"Oct 19, 2015",€1.90m , $2.1m ,1900000,Attacking Midfield,1,Saudi Arabia,26,26.9,22,CAF,27,€59.30m,$59.3m,"59,300,000"
527,21,19,Tunisia,Tunisia,Saîf-Eddine Khaoui,Thursday,27,4,1995,26,Clermont Foot 63,180,left,22,4,"Mar 23, 2018",€1.80m, $2m ,1800000,Attacking Midfield,1,France,26,26.9,22,CAF,27,€59.30m,$59.3m,"59,300,000"
528,21,20,Tunisia,Tunisia,Hamza Rafia,Monday,2,4,1999,22,Standard Liège,178,right,14,,"Sep 6, 2019",€500Th.," $565,000 ",500000,Attacking Midfield,1,Belgium,26,26.9,22,CAF,27,€59.30m,$59.3m,"59,300,000"
529,21,21,Tunisia,Tunisia,Naïm Sliti,Thursday,27,7,1992,29,Al-Ettifaq,173,right,51,12,"Jun 3, 2016",€7.50m, $8.5m ,7500000,Left Winger,1,Saudi Arabia,26,26.9,22,CAF,27,€59.30m,$59.3m,"59,300,000"
530,21,22,Tunisia,Tunisia,Youssef Msakni,Sunday,28,10,1990,31,Al-Arabi SC,179,right,71,12,"Jan 9, 2010",€1.80m , $2m ,1800000,Left Winger,1,Qatar,26,26.9,22,CAF,27,€59.30m,$59.3m,"59,300,000"
531,21,23,Tunisia,Tunisia,Sebastian Tounekti,Monday,13,7,2002,19,FC Groningen,183,right,1,,"Oct 7, 2021",€200Th.," $226,000 ",200000,Left Winger,1,Netherlands,26,26.9,22,CAF,27,€59.30m,$59.3m,"59,300,000"
532,21,24,Tunisia,Tunisia,Wahbi Khazri,Friday,8,2,1991,30,AS Saint-Étienne,182,right,63,22,"Jan 7, 2013",€4.50m, $5.1m ,4500000,Centre-Forward,1,France,26,26.9,22,CAF,27,€59.30m,$59.3m,"59,300,000"
533,21,25,Tunisia,Tunisia,Fakhreddine Ben Youssef,Thursday,23,6,1991,30,Pyramids FC,189,right,51,6,"Oct 16, 2012",€800Th.," $904,000 ",800000,Centre-Forward,1,Egypt,26,26.9,22,CAF,27,€59.30m,$59.3m,"59,300,000"
534,21,26,Tunisia,Tunisia,Seifeddine Jaziri,Wednesday,12,2,1993,28,Zamalek SC,180,right,11,4,"Jan 18, 2016",€600Th.," $678,000 ",600000,Centre-Forward,1,Egypt,26,26.9,22,CAF,27,€59.30m,$59.3m,"59,300,000"
535,22,1,UAE,UAE,Ali Khaseif,Monday,9,6,1987,34,Al-Jazira (Abu Dhabi),184,-,38,,"Oct 14, 2009",€400Th.," $452,000 ",400000,Goalkeeper,0,-,25,28.9,0,AFC,71,€22.78m,$22.8m,"22,780,000"
536,22,2,UAE,UAE,Mohamed Al Shamsi,Thursday,4,1,1997,24,Al-Wahda FC Abu Dhabi,185,-,,,-,€350Th.," $396,000 ",350000,Goalkeeper,0,-,25,28.9,0,AFC,71,€22.78m,$22.8m,"22,780,000"
537,22,3,UAE,UAE,Adel Al Hosani,Tuesday,23,8,1989,32,Sharjah Cultural Sports Club,180,-,,,-,€350Th. ," $396,000 ",350000,Goalkeeper,0,-,25,28.9,0,AFC,71,€22.78m,$22.8m,"22,780,000"
538,22,4,UAE,UAE,Khalifa Alhammadi,Thursday,7,11,1998,22,Al-Jazira (Abu Dhabi),178,-,14,,"Jan 25, 2019",€950Th., $1.1m ,950000,Centre-Back,0,-,25,28.9,0,AFC,71,€22.78m,$22.8m,"22,780,000"
539,22,5,UAE,UAE,Mohamed Omar Al Attas,Monday,5,8,1997,24,Al-Jazira (Abu Dhabi),179,-,10,1,-,€700Th.," $791,000 ",700000,Centre-Back,0,-,25,28.9,0,AFC,71,€22.78m,$22.8m,"22,780,000"
540,22,6,UAE,UAE,Shahin Abdulrahman,Tuesday,16,11,1992,28,Sharjah Cultural Sports Club,172,-,11,,"Mar 21, 2019",€900Th., $1m ,900000,Left-Back,0,-,25,28.9,0,AFC,71,€22.78m,$22.8m,"22,780,000"
541,22,7,UAE,UAE,Mahmoud Al Hammadi,Sunday,28,10,1987,34,Al-Wahda FC Abu Dhabi,171,left,38,1,-,€200Th. ," $226,000 ",200000,Left-Back,0,-,25,28.9,0,AFC,71,€22.78m,$22.8m,"22,780,000"
542,22,8,UAE,UAE,Yousef Jaber,Saturday,25,2,1985,36,FC Shabab Al-Ahli Dubai,183,left,47,2,-,€100Th.," $113,000 ",100000,Left-Back,0,-,25,28.9,0,AFC,71,€22.78m,$22.8m,"22,780,000"
543,22,9,UAE,UAE,Alhusain Saleh,Sunday,25,6,1991,30,Sharjah Cultural Sports Club,171,left,7,,"Nov 20, 2018",€100Th. ," $113,000 ",100000,Left-Back,0,-,25,28.9,0,AFC,71,€22.78m,$22.8m,"22,780,000"
544,22,10,UAE,UAE,Abdulaziz Hussain,Wednesday,10,9,1990,31,FC Shabab Al-Ahli Dubai,180,-,12,,-,€650Th.," $735,000 ",650000,Right-Back,0,-,25,28.9,0,AFC,71,€22.78m,$22.8m,"22,780,000"
545,22,11,UAE,UAE,Bandar Mohamed,Wednesday,9,7,1990,31,Al-Ain FC,169,right,25,1,-,€400Th.," $452,000 ",400000,Right-Back,0,-,25,28.9,0,AFC,71,€22.78m,$22.8m,"22,780,000"
546,22,12,UAE,UAE,Majid Rashid,Sunday,16,5,2000,21,Sharjah Cultural Sports Club,,-,,,-,€600Th.," $678,000 ",600000,Defensive Midfield,0,-,25,28.9,0,AFC,71,€22.78m,$22.8m,"22,780,000"
547,22,13,UAE,UAE,Majed Hassan,Wednesday,1,8,1992,29,FC Shabab Al-Ahli Dubai,180,-,24,,-,€450Th. ," $509,000 ",450000,Defensive Midfield,0,-,25,28.9,0,AFC,71,€22.78m,$22.8m,"22,780,000"
